Date,Value
1991-04-30,779.13
1991-03-31,837.23
1991-02-28,693.77
1991-01-31,596.69
1990-12-31,496.0
1990-11-30,427.1
1990-10-31,490.7
1990-09-30,523.6
1990-08-31,546.4
1990-07-31,625.6
1990-06-30,529.1
1990-05-31,494.4
1990-04-30,584.2
1990-03-31,538.5
1990-02-28,644.9
1990-01-31,589.7
1989-12-31,496.0
1989-11-30,512.6
1989-10-31,551.2
1989-09-30,517.0
1989-08-31,510.4
1989-07-31,448.1
1989-06-30,526.9
1989-05-31,658.6
1989-04-30,720.9
1989-03-31,700.0
1989-02-28,492.7
1989-01-31,427.1
1988-12-31,501.6
1988-11-30,410.6
1988-10-31,420.5
1988-09-30,534.6
1988-08-31,358.3
1988-07-31,416.7
1988-06-30,595.2
1988-05-31,558.3
1988-04-30,482.3
1988-03-31,525.8
1988-02-29,485.6
1988-01-31,448.1
1987-12-31,388.0
1987-11-30,410.1
1987-10-31,270.1
1987-09-30,354.4
1987-08-31,338.4
1987-07-31,435.4
1987-06-30,382.5
1987-05-31,454.7
1987-04-30,350.5
1987-03-31,449.2
1987-02-28,461.9
1987-01-31,421.6
1986-12-31,311.4
1986-11-30,293.8
1986-10-31,374.8
1986-09-30,423.8
1986-08-31,320.8
1986-07-31,330.7
1986-06-30,345.0
1986-05-31,387.5
1986-04-30,577.6
1986-03-31,499.9
1986-02-28,386.4
1986-01-31,329.0
1985-12-31,284.9
1985-11-30,275.0
1985-10-31,278.3
1985-09-30,361.5
1985-08-31,421.9
1985-07-31,320.5
1985-06-30,380.5
1985-05-31,457.51
1985-04-30,484.41
1985-03-31,453.7
1985-02-28,442.36
1985-01-31,376.27
1984-12-31,299.22
1984-11-30,269.0
1984-10-31,308.87
1984-09-30,378.93
1984-08-31,339.62
1984-07-31,366.63
1984-06-30,458.89
1984-05-31,426.22
1984-04-30,414.5
1984-03-31,413.64
1984-02-29,416.52
1984-01-31,341.7
1983-12-31,342.4
1983-11-30,342.5
1983-10-31,411.5
1983-09-30,418.9
1983-08-31,464.1
1983-07-31,503.1
1983-06-30,504.6
1983-05-31,554.2
1983-04-30,479.3
1983-03-31,406.8
1983-02-28,380.3
1983-01-31,338.0
1982-12-31,342.96
1982-11-30,333.04
1982-10-31,299.4
1982-09-30,347.92
1982-08-31,302.71
1982-07-31,326.97
1982-06-30,399.76
1982-05-31,438.35
1982-04-30,476.4
1982-03-31,421.81
1982-02-28,383.21
1982-01-31,425.12
1981-12-31,416.3
1981-11-30,395.9
1981-10-31,389.28
1981-09-30,435.04
1981-08-31,305.47
1981-07-31,329.73
1981-06-30,388.18
1981-05-31,449.93
1981-04-30,425.67
1981-03-31,459.31
1981-02-28,435.6
1981-01-31,387.62
1980-12-31,369.98
1980-11-30,379.35
1980-10-31,325.32
1980-09-30,352.89
1980-08-31,342.41
1980-07-31,351.78
1980-06-30,342.41
1980-05-31,444.97
1980-04-30,395.9
1980-03-31,422.91
1980-02-29,372.19
1980-01-31,401.96
